name,lat,lon,population,state,district
Niramargar,12.88568,74.9151,5503,Karnataka,Dakshina Kannada
Adyar,12.87033,74.92257,7034,Karnataka,Dakshina Kannada
Tumbe,12.86801,74.98845,6230,Karnataka,Dakshina Kannada
Kairangala,12.79668,74.94695,5788,Karnataka,Dakshina Kannada
Pudu,12.86667,74.96726,13533,Karnataka,Dakshina Kannada
Bangramanjeshvara,12.70894,74.8947,5791,Kerala,Kasaragod District
Hesabettu,12.71906,74.88721,5179,Kerala,Kasaragod District
Kunjatturu,12.74689,74.88785,13633,Kerala,Kasaragod District
Shiriya,12.63337,74.93081,5277,Kerala,Kasaragod District
Koipadi,12.59302,74.96262,18121,Kerala,Kasaragod District
Mogral,12.57255,74.95839,8912,Kerala,Kasaragod District
Shiravagilu,12.54921,74.98759,7630,Kerala,Kasaragod District
Kudlu,12.52979,74.97881,26235,Kerala,Kasaragod District
Narayanapuram,14.70404,77.578,14227,Andhra Pradesh,Anantapur
Kakkalapalle,14.64152,77.56684,30128,Andhra Pradesh,Anantapur
Papampeta,14.68553,77.578,13850,Andhra Pradesh,Anantapur
Somandepalle,14.00774,77.60846,18895,Andhra Pradesh,Sri Sathya Sai
Arshakunti,13.07849,77.42247,10567,Karnataka,Bangalore Rural
Bashettihalli,13.26158,77.55379,7943,Karnataka,Bangalore Rural
Kadiganahalli,13.16875,77.62825,6587,Karnataka,Bangalore Urban
Kawlet,14.5223,75.77458,6265,Karnataka,Haveri
Ramanattukara,11.17802,75.86892,35937,Kerala,Kozhikode
Shamshi,31.86641,77.1472,8870,Himachal Pradesh,Kulu
Padoli,19.99973,79.26233,5275,Maharashtra,Chandrapur
Isapur,19.8836,79.32595,9398,Maharashtra,Chandrapur
Devapur,19.04426,79.34989,9683,Telangana,Mancherial
Munnuru,12.86163,75.01855,8864,Karnataka,Dakshina Kannada
Narikombu,12.88458,75.05423,7800,Karnataka,Dakshina Kannada
Madhuru,12.53981,75.01016,12685,Kerala,Kasaragod District
Chammanad,12.48023,75.00726,14323,Kerala,Kasaragod District
Uduma,12.43585,75.01811,8115,Kerala,Kasaragod District
Pallikere,12.40598,75.03973,14334,Kerala,Kasaragod District
Kikana,12.38251,75.05577,9735,Kerala,Kasaragod District
Bare,12.44599,75.04202,12804,Kerala,Kasaragod District
Chengala,12.49839,75.0503,15588,Kerala,Kasaragod District
Ajanur,12.33614,75.09297,33079,Kerala,Kasaragod District
Perole,12.25729,75.1393,14965,Kerala,Kasaragod District
Gond Pipri,19.71499,79.68618,8474,Maharashtra,Chandrapur
Pilikodu,12.19154,75.16443,9676,Kerala,Kasaragod District
Karuvellur,12.17606,75.19314,13498,Kerala,Kannur
Trikarpur North,12.14579,75.17475,18210,Kerala,Kasaragod District
Trikarpur South,12.11649,75.18517,22991,Kerala,Kasaragod District
Madayi,12.03427,75.23779,35888,Puducherry,
Kunnimangalam,12.07354,75.2412,18965,Puducherry,
Kuvettu,12.98092,75.25353,7041,Karnataka,Dakshina Kannada
Beltangadi,12.9795,75.26995,7746,Karnataka,Dakshina Kannada
Bhagirathpur,25.89369,85.77625,5323,Bihar,Samastipur
Dharampur,25.87547,85.76857,5291,Bihar,Samastipur
Mathurapur,25.87099,85.78816,7627,Bihar,Samastipur
Bhuindhara,25.85248,85.76055,6614,Bihar,Samastipur
Mansur Chak,25.62314,85.92076,5359,Bihar,Begusarai
Konra,24.31033,85.4221,8258,Jharkhand,Hazaribag
Pelawal,24.01582,85.33787,14848,Jharkhand,Hazaribag
Marai Kalan,24.02111,85.35062,10447,Jharkhand,Hazaribag
Meru,24.00967,85.46731,7780,Jharkhand,Hazaribag
Mathadahatti,14.23932,76.37932,5884,Karnataka,Chitradurga
Molakalumuru,14.71783,76.74677,15797,Karnataka,Chitradurga
Bhadauni,24.87544,85.53369,20739,Bihar,Nawada
Karma,24.45365,85.55083,5753,Jharkhand,Kodarma
Bekobar,24.41917,85.5888,7184,Jharkhand,Kodarma
Satghara,26.39772,86.16784,8060,Bihar,Madhubani
Satyamangala,13.01927,76.12434,18002,Karnataka,Hassan
Pariyaram,12.05876,75.32476,20405,Kerala,Kannur
Nurpur,25.42405,86.04353,7202,Bihar,Begusarai
Bihat,25.42534,86.02083,67952,Bihar,Begusarai
Malhipur,25.40691,86.02344,12439,Bihar,Begusarai
Laruara,25.45398,86.12121,9376,Bihar,Begusarai
Kurgahalli,12.35459,76.57668,7065,Karnataka,Mysore
Hutagalli,12.34172,76.58629,18308,Karnataka,Mysore
Hinakallu,12.33042,76.60213,23162,Karnataka,Mysore
Bogadi,12.30301,76.59821,9041,Karnataka,Mysore
Gargeswari,12.23921,76.89453,5343,Karnataka,Mysore
Bhairapura,12.21998,76.89869,14276,Karnataka,Mysore
Rekurti,18.46886,79.11188,7626,Telangana,Karimnagar
Ghazipur,25.09832,86.66033,11299,Bihar,Munger
Cherukunnu,11.99564,75.28717,16111,Kerala,Kannur
Kannapuram,11.98434,75.30414,18459,Kerala,Kannur
Pallikunnu,11.88993,75.35652,27820,Kerala,Kannur
Chirakkal,11.91257,75.36102,45601,Kerala,Kannur
Kalliyassheri,11.97549,75.36453,31122,Kerala,Kannur
Puzhathi,11.90112,75.38924,35212,Kerala,Kannur
Kolaccheri,11.97634,75.41675,17095,Kerala,Kannur
Valavilcheleri,11.95251,75.40431,10848,Kerala,Kannur
Kannadiparamba,11.93722,75.40308,13677,Kerala,Kannur
Elayavur,11.88918,75.4124,33853,Kerala,Kannur
Pinarayi,11.8049,75.481,16801,Kerala,Kannur
Chalakilakakara,11.85404,75.43869,17088,Kerala,Kannur
Mavitayi,11.84118,75.47695,12286,Kerala,Kannur
Iriveri,11.85586,75.47362,17231,Kerala,Kannur
Chelora,11.89494,75.43959,20952,Kerala,Kannur
Kudali,11.91982,75.47218,15236,Kerala,Kannur
Munderi,11.93028,75.44546,21676,Kerala,Kannur
Maniyur,11.95288,75.44808,12681,Kerala,Kannur
Kuttyattur,11.97026,75.48784,13244,Kerala,Kannur
Mayyil,11.98485,75.43838,12490,Kerala,Kannur
Saknepalli,18.92862,79.45712,32385,Telangana,Mancherial
Tarlapalli,18.83448,79.49068,9656,Telangana,Mancherial
Keevallur,11.89703,75.53099,20440,Kerala,Kannur
Patuvilayi,11.86561,75.52327,20598,Kerala,Kannur
Patiriyat,11.84896,75.51473,18008,Kerala,Kannur
Eruvatti,11.80621,75.53023,16905,Kerala,Kannur
Katirur,11.78491,75.53015,31087,Kerala,Kannur
Erannoli,11.76913,75.51766,25818,Kerala,Kannur
Pattyam,11.79296,75.5641,20161,Kerala,Kannur
Mokeri,11.77759,75.57309,19684,Kerala,Kannur
Manantheri,11.84085,75.60932,14667,Kerala,Kannur
Kolavallur,11.7507,75.61988,19817,Kerala,Kannur
Maniyur,11.55221,75.65026,21820,Kerala,Kozhikode
Chorod,11.62773,75.59147,38245,Kerala,Kozhikode
Edaccheri,11.68178,75.6248,26819,Kerala,Kozhikode
Eramala,11.68591,75.59104,34658,Kerala,Kozhikode
Azhiyur,11.69348,75.56013,30023,Kerala,Kozhikode
Tuneri,11.69699,75.63491,23421,Kerala,Kozhikode
Panniyannur,11.74859,75.57558,22308,Kerala,Kannur
Valayam,11.72559,75.64921,14328,Kerala,Kozhikode
Chekkiad,11.71733,75.6419,24246,Kerala,Kozhikode
Ayancheri,11.62609,75.67427,26293,Kerala,Kozhikode
Eravattur,11.58006,75.73841,17016,Kerala,Kozhikode
Meppayyur,11.53885,75.7351,13922,Kerala,Kozhikode
Kunnummal,11.68325,75.71078,18031,Kerala,Kozhikode
Chemancheri,11.40482,75.72363,34819,Kerala,Kozhikode
Kizhariyur,11.4982,75.68069,15116,Kerala,Kozhikode
Nag,31.73012,74.9423,9352,Punjab,Amritsar
Nangli,31.68633,74.88747,20440,Punjab,Amritsar
Kathanian,31.63728,74.75718,10679,Punjab,Amritsar
Kuttali,11.58549,75.76659,11389,Kerala,Kozhikode
Ulliyeri,11.45247,75.76662,32509,Kerala,Kozhikode
Icchannur,11.36148,75.77819,40697,Kerala,Kozhikode
Talakkolattur,11.35366,75.75798,29388,Kerala,Kozhikode
Nanminda,11.42325,75.82308,27316,Kerala,Kozhikode
Kuruvattur,11.33609,75.83511,34241,Kerala,Kozhikode
Perumanna,11.2529,75.89059,35460,Kerala,Kozhikode
Kuttikkattur,11.26258,75.8796,25929,Kerala,Kozhikode
Puvatuparamba,11.271,75.88945,27598,Kerala,Kozhikode
Pulakkod,11.30975,75.94995,29872,Kerala,Kozhikode
Tennala,10.99342,75.93504,56546,Kerala,Malappuram
Ponmundam,10.95356,75.9468,25855,Kerala,Malappuram
Cheriyamundam,10.94764,75.95643,31212,Kerala,Malappuram
Triprangod,10.84225,75.94856,41167,Kerala,Malappuram
Tanalur,10.95154,75.90961,47976,Kerala,Malappuram
Edakkazhiyur,10.62276,75.99651,17335,Kerala,Thrissur District
Punnayur,10.65207,75.99512,19387,Kerala,Thrissur District
Marancheri,10.74051,75.97096,35011,Kerala,Malappuram
Onda,15.55635,74.05848,5863,Goa,North Goa
Benkanhalli,15.86408,74.45701,10999,Karnataka,Belgaum
Machai,15.79261,74.48414,18073,Karnataka,Belgaum
Piranvadi,15.80202,74.48012,17874,Karnataka,Belgaum
Hindalgi,15.87495,74.47205,13741,Karnataka,Belgaum
Kangarali-khurd,15.89535,74.49904,8204,Karnataka,Belgaum
Navkawada,19.91992,79.10765,5634,Maharashtra,Chandrapur
Nanda,19.77222,79.13086,9378,Maharashtra,Chandrapur
Dharmaram,18.30384,79.48924,11537,Telangana,Karimnagar
Bhimavaram,18.0299,79.5391,13841,Telangana,Hanamkonda
Vaddu,15.1866,76.63112,12453,Karnataka,Ballari
Kurikuppi,15.21758,76.64873,22560,Karnataka,Ballari
Gonikoppal,12.18302,75.92943,8306,Karnataka,Kodagu
Kakti,15.93158,74.52598,13946,Karnataka,Belgaum
Kangarali-budrukh,15.90523,74.51128,10496,Karnataka,Belgaum
Yelur,15.78158,74.51819,11850,Karnataka,Belgaum
Mutge,15.86561,74.59183,7561,Karnataka,Belgaum
Sulebhavi,15.89572,74.65494,8503,Karnataka,Belgaum
Jali,13.99005,74.53072,10802,Karnataka,Uttar Kannada
Tenkanidiyur,13.36907,74.70973,6188,Karnataka,Udupi
Tonse East,13.39629,74.72172,7911,Karnataka,Udupi
Mudabettu,13.26776,74.74805,5018,Karnataka,Udupi
Lau,24.94642,84.87562,5933,Bihar,Gaya
Thirunavaya,10.87459,75.98546,24790,Kerala,Malappuram
Nohsa,25.56528,85.05599,16680,Bihar,Patna
Kurthaur,25.56205,85.12165,9880,Bihar,Patna
Raghunandanpur,24.65076,87.97277,8335,West Bengal,Murshidabad
Sangrampur,24.6739,87.84676,6184,Jharkhand,Pakur
Kumarpur,24.68128,87.84107,7153,Jharkhand,Pakur
Kandari,21.06076,75.8098,16353,Maharashtra,Jalgaon
Nimbhora Budrukh,21.04863,75.8419,7501,Maharashtra,Jalgaon
Bodupal,17.41877,78.58427,43692,Telangana,Medchal Malkajgiri
Pirzadaguda,17.39455,78.59047,32586,Telangana,Medchal Malkajgiri
Meerpet,17.32098,78.53046,32013,Telangana,Rangareddi
Umarkhanguda,17.2655,78.67281,5349,Telangana,Rangareddi
Chautapal,17.25799,78.89776,19092,Telangana,Yadadri Bhuvanagiri
Omkareshwar,22.24245,76.15044,10063,Madhya Pradesh,Khandwa district
Moreh,24.2508,94.30073,16847,Manipur,Tengnoupal
Maidan Garhi,28.5003,77.20558,11111,Delhi,South Delhi
Kakkanad,10.01636,76.34168,25531,Kerala,Ernakulam
Abrama,20.85865,72.90648,21000,Gujarat,Navsari
Phusro,23.75644,86.0051,185555,Jharkhand,Bokaro
Alangad,10.10192,76.29104,47329,Kerala,Ernakulam
Ammavarikuppam,13.17794,79.41278,10750,Tamil Nadu,Thiruvallur
Andipalayam,11.09246,77.31225,25539,Tamil Nadu,Tiruppur
Anklav,22.37738,73.00072,21003,Gujarat,Anand
Longleng,26.48989,94.81772,7613,Nagaland,Longleng
Tuli,26.66426,94.64207,7864,Nagaland,Mokokchung
Bagbera,22.75948,86.19049,78356,Jharkhand,Purba Singhbhum
Barauni,25.4709,85.976,71660,Bihar,Begusarai
Boriavi,22.61124,72.93283,19865,Gujarat,Anand
Kanjari,22.61243,72.92107,17881,Gujarat,Kheda
Vadakkanandal,11.7817,78.8354,23034,Tamil Nadu,Kallakurichi district
Thazhakara,9.25021,76.56741,14596,Kerala,Alappuzha
Tangla,26.65693,91.91381,17183,Assam,Udalguri
Talod,23.3514,72.94999,18298,Gujarat,Sabarkantha
Sithurajapuram,9.42137,77.78732,16860,Tamil Nadu,Virudhunagar
Shrirampur,19.62201,74.65699,89282,Maharashtra,Ahmadnagar
Savarkundla,21.33726,71.3035,78354,Gujarat,Amreli
Sarthebari,26.36293,91.22309,6913,Assam,Barpeta
Sanaswadi,18.66445,74.10939,13543,Maharashtra,Pune Division
Resubelpara,25.90404,90.60747,19595,Meghalaya,North Garo Hills
Rangat,12.50595,92.9155,38824,Andaman and Nicobar,North  & Middle Andaman
Rampura Phul,30.27563,75.24253,51023,Punjab,Bathinda
Puthencruz,9.97734,76.41047,22378,Kerala,Ernakulam
Puranattukara,10.54532,76.15225,10655,Kerala,Thrissur District
Puthukkad,10.41771,76.27014,12615,Kerala,Thrissur District
Peruvallur,11.10483,75.93269,34941,Kerala,Malappuram
Peramangalam,10.57329,76.1689,13260,Kerala,Thrissur District
Pathsala,26.51143,91.18017,11242,Assam,Bajali
Patdi,23.19602,71.79171,17725,Gujarat,Surendranagar
Paravai,9.96453,78.0667,20042,Tamil Nadu,Madurai
Parappukkara,10.40053,76.24932,11893,Kerala,Thrissur District
Paranda,18.26321,75.46316,18758,Maharashtra,Osmanabad
Odagaon,20.01625,84.98719,5401,Odisha,Nayagarh District
Nedumpana,8.90796,76.69298,29454,Kerala,Kollam
Namsai,27.66904,95.86395,14246,Arunachal Pradesh,Namsai
Chandrapura,23.74877,86.11955,27425,Jharkhand,Bokaro
Chegunta,17.9713,78.45921,5747,Telangana,Medak
Chennithala,9.28078,76.51849,12360,Kerala,Alappuzha
Cherlopalle,13.61366,79.36523,6143,Andhra Pradesh,Tirupati
Chinnalapatti,10.28481,77.92332,26285,Tamil Nadu,Dindigul
Chirkunda,23.74771,86.78804,45508,Jharkhand,Dhanbad
Chottanikkara,9.93639,76.38107,9308,Kerala,Ernakulam
Mulavukad,10.0136,76.26306,21833,Kerala,Ernakulam
Devsar,20.78507,72.98398,10346,Gujarat,Navsari
Donkamokam,25.93338,92.70736,9116,Assam,West Karbi Anglong
Dumarkunda,23.71495,86.79354,11434,Jharkhand,Dhanbad
Edakkalathur,10.59316,76.12324,8039,Kerala,Thrissur District
Edavilangu,10.24026,76.171,20363,Kerala,Thrissur District
Elamkunnapuzha,10.02674,76.22229,26997,Kerala,Ernakulam
Dimaruguri,26.34515,92.71487,10235,Assam,Nagaon
Gajsinghpur,29.65956,73.44034,9995,Rajasthan,Ganganagar
Jaithari,23.04055,81.79763,8396,Madhya Pradesh,Anuppur
Jalda,22.1872,84.84359,15789,Odisha,Sundargarh
Jamjodhpur,21.90219,70.0357,25892,Gujarat,Jamnagar
Kainoor,10.49909,76.27945,7344,Kerala,Thrissur District
Kandanvilai,8.20677,77.32813,7401,Tamil Nadu,Kanniyakumari
Kannamangalam,12.75211,79.14783,7399,Tamil Nadu,Tiruvannamalai
Kansbahal,22.21644,84.66348,9923,Odisha,Sundargarh
Malkapur,17.26214,74.17574,32000,Maharashtra,Satara Division
Karthikappally,9.2568,76.44871,19021,Kerala,Alappuzha
Keeramangalam,10.28633,79.09886,9357,Tamil Nadu,Pudukkottai
Kokernag,33.57847,75.3181,6553,Jammu and Kashmir,Anantnag
Kondalampatti,11.63453,78.12369,20318,Tamil Nadu,Salem
Koolimuttam,10.28624,76.13564,8823,Kerala,Thrissur District
Koothappar,10.79709,78.79231,15943,Tamil Nadu,Tiruchirappalli
Koovappady,10.15525,76.48544,29339,Kerala,Ernakulam
Kumarghat,24.15974,92.0329,13054,Tripura,Unakoti
Madhapar,23.23756,69.69946,32293,Gujarat,Kutch
Maktampur,21.70507,73.01188,10704,Gujarat,Bharuch
Manapakkam,13.01579,80.17608,13344,Tamil Nadu,Kancheepuram
Manendragarh,23.21337,82.20232,33071,Chhattisgarh,Manendragarh Chirimiri Bharatpur
Manjalumoodu,8.37451,77.22221,6840,Tamil Nadu,Kanniyakumari
Maradu,9.93653,76.32382,44704,Kerala,Ernakulam
Marthandam,8.30812,77.22144,20938,Tamil Nadu,Kanniyakumari
Meghahatuburu,22.07238,85.26918,5992,Jharkhand,Pashchim Singhbhum
Minalur,10.62495,76.22147,6120,Kerala,Thrissur District
Minicoy,8.28899,73.0617,10447,Lakshadweep,Lakshadweep
Moonak,29.82529,75.89055,18141,Punjab,Sangrur
Moothakunnam,10.18995,76.20079,27458,Kerala,Ernakulam
Vadavalli,11.02472,76.8973,39873,Tamil Nadu,Coimbatore
Villukuri,8.2226,77.37323,15304,Tamil Nadu,Kanniyakumari
Vilankurichi,11.07147,77.01729,24235,Tamil Nadu,Coimbatore
Veppathur,11.01607,79.4418,7949,Tamil Nadu,Thanjavur
Vangani,19.09244,73.29709,12628,Maharashtra,Thane
Vanavasi,11.74996,77.88011,7130,Tamil Nadu,Salem
Anjugramam,8.15437,77.57807,10982,Tamil Nadu,Tirunelveli Kattabo
Ayyalur,10.48185,78.15639,17100,Tamil Nadu,Dindigul
Chalthan,21.15421,72.96141,21795,Gujarat,Surat
Changlang,27.13177,95.73486,6236,Arunachal Pradesh,Changlang
Dalavaipatti,11.66138,78.0834,7732,Tamil Nadu,Salem
Iroopara,8.60747,76.91494,23113,Kerala,Thiruvananthapuram
Joka,22.4531,88.30227,9302,West Bengal,South 24 Parganas
Kegaon,18.89568,72.91313,7485,Maharashtra,Raigarh
Kidarakulam,8.56688,76.99129,29624,Kerala,Thiruvananthapuram
Nahira,26.10931,91.47045,11790,Assam,Kamrup
Narasimhanaickenpalayam,11.11732,76.93631,17858,Tamil Nadu,Coimbatore
Barajamda,22.1649,85.42724,8629,Jharkhand,Pashchim Singhbhum
Valathoor,12.88675,78.84647,5529,Tamil Nadu,Vellore
Paluvai,10.57826,76.05535,9127,Kerala,Thrissur District
Mamidalapadu,15.85409,78.01481,26694,Andhra Pradesh,Kurnool
Bhanumukkala,15.31189,78.22772,14307,Andhra Pradesh,Nandyal
Ramapuram,15.13819,78.11603,6614,Andhra Pradesh,Nandyal
Veparala,14.85718,78.34806,6712,Andhra Pradesh,YSR district
Dommaranandyala,14.86411,78.36408,8337,Andhra Pradesh,YSR district
Moragudi,14.86259,78.37878,6812,Andhra Pradesh,YSR district
Gopavaram,14.78412,78.5729,22936,Andhra Pradesh,YSR district
Dommasandra,12.87792,77.75345,12610,Karnataka,Bangalore Urban
Jujuvadi,12.76794,77.79184,32474,Tamil Nadu,Krishnagiri
Mukondapalli,12.75142,77.80169,39245,Tamil Nadu,Krishnagiri
Avalepalli,12.77137,77.85941,17859,Tamil Nadu,Krishnagiri
Venkatapuram,12.53441,78.20198,7430,Tamil Nadu,Krishnagiri
Kadiganpalli,12.52318,78.2086,22714,Tamil Nadu,Krishnagiri
Lakkanahalli,12.11202,78.15384,39697,Tamil Nadu,Dharmapuri
Nagojanahalli,12.35704,78.28858,9953,Tamil Nadu,Krishnagiri
Nattarampalli,12.59203,78.51163,10390,Tamil Nadu,Tirupattur district
Damalerimuttur,12.53613,78.56657,5250,Tamil Nadu,Tirupattur district
Pachchal,12.51115,78.55524,16789,Tamil Nadu,Tirupattur district
Valaiyampattu,12.69268,78.63474,10076,Tamil Nadu,Tirupattur district
Udayendram,12.6962,78.62273,13837,Tamil Nadu,Tirupattur district
Sevur,12.95549,78.85307,11356,Tamil Nadu,Vellore
Kondasamudram,12.94552,78.87878,21335,Tamil Nadu,Vellore
Kilvayattanankuppam,12.95549,78.98686,5321,Tamil Nadu,Vellore
Mangampeta,14.01578,79.3137,5175,Andhra Pradesh,Annamayya
Bhuja Bhuja Nellore,14.39468,79.9399,10927,Andhra Pradesh,Nellore
Mangasamudram,13.2291,79.09087,8113,Andhra Pradesh,Chittoor
Kodivalasa,13.25468,79.42487,9024,Tamil Nadu,Thiruvallur
Podaturpet,13.28169,79.48538,35000,Tamil Nadu,Thiruvallur
Rangapuram,13.14483,79.39768,5044,Tamil Nadu,Thiruvallur
Vanganur,13.18285,79.45531,6584,Tamil Nadu,Thiruvallur
Sembedu,13.12979,79.5634,12548,Tamil Nadu,Ranipet district
Ammanur,13.06505,79.65303,7731,Tamil Nadu,Ranipet district
Vinnamala,13.90738,79.90855,20924,Andhra Pradesh,Tirupati
Perumbakkam,13.03949,79.81327,6462,Tamil Nadu,Thiruvallur
Vengikkal,12.26416,79.06745,18244,Tamil Nadu,Tiruvannamalai
Velappakkam,12.85254,79.29579,8174,Tamil Nadu,Ranipet district
Puliyankannu,12.93922,79.30787,20171,Tamil Nadu,Ranipet district
Settithangal,12.95652,79.33706,7780,Tamil Nadu,Ranipet district
Vanapadi,12.96217,79.3284,5334,Tamil Nadu,Ranipet district
Ammur,12.975,79.36279,12513,Tamil Nadu,Ranipet district
Sattiyavijayanagaram,12.67588,79.31808,5894,Tamil Nadu,Tiruvannamalai
Paiyur,12.6707,79.30241,7555,Tamil Nadu,Tiruvannamalai
Anantapuram,12.11861,79.3822,6892,Tamil Nadu,Villupuram
Nemili,12.97833,79.61722,10806,Tamil Nadu,Ranipet district
Sirukkaveripakkam,12.85301,79.67718,8032,Tamil Nadu,Kancheepuram
Sevilimedu,12.80826,79.68636,23454,Tamil Nadu,Kancheepuram
Orikkai,12.80164,79.71106,12638,Tamil Nadu,Kancheepuram
Tenambakkam,12.81022,79.7341,13994,Tamil Nadu,Kancheepuram
Nattappettai,12.81871,79.74925,19883,Tamil Nadu,Kancheepuram
Kilpuduppakkam,12.67981,79.5452,6912,Tamil Nadu,Tiruvannamalai
Molasur,12.93868,79.88384,8887,Tamil Nadu,Kancheepuram
Alappakkam,12.67604,79.99536,9404,Tamil Nadu,Chengalpattu district
Kottaikadu,12.25556,79.98226,28172,Tamil Nadu,Chengalpattu district
Kizhuparamba,11.25261,76.02437,22062,Kerala,Malappuram
Peringottupulam,11.02682,76.0987,36602,Kerala,Malappuram
Kodur,11.01528,76.07009,45459,Kerala,Malappuram
Devarshola,11.54366,76.44037,24954,Tamil Nadu,Nilgiris
Tondalam,11.50137,76.34983,44590,Tamil Nadu,Nilgiris
Kollivayal,11.49984,76.48152,21943,Tamil Nadu,Nilgiris
Kilkunda,11.26321,76.65418,8886,Tamil Nadu,Nilgiris
Sholur,11.48515,76.65557,9745,Tamil Nadu,Nilgiris
Kerkandi,11.36783,76.74576,23229,Tamil Nadu,Nilgiris
Adigaratti,11.33442,76.69705,14178,Tamil Nadu,Nilgiris
Vubatalai,11.35974,76.76495,10852,Tamil Nadu,Nilgiris
Manjathala,11.36238,76.77894,14383,Tamil Nadu,Nilgiris
Hulikal,11.32078,76.77334,12960,Tamil Nadu,Nilgiris
Talaiyur,11.01016,76.84896,11500,Tamil Nadu,Coimbatore
Virakeralam,11.00772,76.91262,23841,Tamil Nadu,Coimbatore
Somampalaiyam,11.04843,76.8973,14787,Tamil Nadu,Coimbatore
Idaiyarpalaiyam,11.03937,76.92369,83908,Tamil Nadu,Coimbatore
Chinnatadagam,11.08164,76.86742,8407,Tamil Nadu,Coimbatore
Chinnavadampatti,11.06149,76.98377,20122,Tamil Nadu,Coimbatore
Vellakkinar,11.07364,76.95663,15998,Tamil Nadu,Coimbatore
Rakkiyapalaiyam,11.10607,76.94253,18749,Tamil Nadu,Coimbatore
Idigarai,11.11845,76.96898,8686,Tamil Nadu,Coimbatore
Kattipparutti,10.87385,76.05348,40318,Kerala,Malappuram
Naduvattam,10.87995,76.002,21273,Kerala,Malappuram
Kaladi,10.81942,76.0064,25872,Kerala,Malappuram
Irimbiliyam,10.86242,76.09218,30635,Kerala,Malappuram
Muthutala,10.83544,76.15958,24861,Kerala,Palakkad district
Desamangalam,10.7549,76.23211,8355,Kerala,Thrissur District
Alankod,10.74603,76.03481,33918,Kerala,Malappuram
Karikad,10.70118,76.06789,13656,Kerala,Thrissur District
Pazhanji,10.68823,76.05309,14067,Kerala,Thrissur District
Porkolam,10.67679,76.06936,6503,Kerala,Thrissur District
Vadakkekkad,10.66354,76.00326,15811,Kerala,Thrissur District
Vayilathur,10.63921,76.01574,10298,Kerala,Thrissur District
Pukkod,10.62363,76.04262,9366,Kerala,Thrissur District
Iringappuram,10.61032,76.0525,12343,Kerala,Thrissur District
Chundal,10.62396,76.09209,12502,Kerala,Thrissur District
Alur,10.60296,76.09611,9807,Kerala,Thrissur District
Kandanissheri,10.59787,76.07583,14645,Kerala,Thrissur District
Tayikkad,10.59163,76.06112,6594,Kerala,Thrissur District
Peragam,10.59885,76.02402,12072,Kerala,Thrissur District
Karakkad,10.58804,76.03884,39098,Kerala,Thrissur District
Brahmakulam,10.58145,76.06926,14390,Kerala,Thrissur District
Orumanayur,10.57007,76.02912,14064,Kerala,Thrissur District
Pavaratti,10.56478,76.06249,12299,Kerala,Thrissur District
Vanmenad,10.5567,76.0624,8377,Kerala,Thrissur District
Mullassheri,10.53328,76.08585,12165,Kerala,Thrissur District
Venkidanga,10.51917,76.08599,11335,Kerala,Thrissur District
Parakad,10.50049,76.15403,9093,Kerala,Thrissur District
Veluthur,10.53974,76.22375,11602,Kerala,Thrissur District
Kuttur,10.55856,76.19979,12179,Kerala,Thrissur District
Puzhakkal,10.54708,76.17768,8609,Kerala,Thrissur District
Adatt,10.54404,76.1423,5721,Kerala,Thrissur District
Chittilapilli,10.5657,76.15268,6988,Kerala,Thrissur District
Elavalli,10.566,76.09116,12819,Kerala,Thrissur District
Pottor,10.57914,76.20257,7848,Kerala,Thrissur District
Kolazhi,10.57237,76.21871,11540,Kerala,Thrissur District
Chulissheri,10.59082,76.1899,5441,Kerala,Thrissur District
Kaiparamba,10.60829,76.13901,7179,Kerala,Thrissur District
Avanur,10.60237,76.17523,7879,Kerala,Thrissur District
Chiranellur,10.63231,76.14052,10145,Kerala,Thrissur District
Mundathikod,10.64457,76.19528,7672,Kerala,Thrissur District
Peringandur,10.62457,76.19879,5577,Kerala,Thrissur District
Eyyal,10.65545,76.11736,6727,Kerala,Thrissur District
Akathiyur,10.68088,76.09419,5847,Kerala,Thrissur District
Chiramanangad,10.69045,76.11774,11060,Kerala,Thrissur District
Kariyannur,10.68085,76.16275,6363,Kerala,Thrissur District
Nelluvayi,10.68069,76.18203,5994,Kerala,Thrissur District
Kottapuram,10.68015,76.19389,6727,Kerala,Thrissur District
Chittanda,10.67709,76.21052,5936,Kerala,Thrissur District
Kumaranellur,10.66964,76.24752,7553,Kerala,Thrissur District
Kadamakudi,10.06416,76.24565,16295,Kerala,Ernakulam
Kottuvalli,10.11119,76.24634,42922,Kerala,Ernakulam
Vadakakarai,10.1664,76.20179,20571,Kerala,Ernakulam
Puthenvelikara,10.18511,76.24537,33372,Kerala,Ernakulam
Enkakad,10.65762,76.25592,9584,Kerala,Thrissur District
Vellanikkara,10.54746,76.25828,6167,Kerala,Thrissur District
Natathara,10.50919,76.25905,11969,Kerala,Thrissur District
Kaniyarakod-Kizhakumuri,10.74409,76.4339,13236,Kerala,Thrissur District
Nedumpura,10.73279,76.26437,12399,Kerala,Thrissur District
Puthur,10.4874,76.27929,17430,Kerala,Thrissur District
Marattakara,10.47327,76.25577,15817,Kerala,Thrissur District
Trikur,10.46141,76.27345,13093,Kerala,Thrissur District
Amballur,10.43431,76.26341,29341,Kerala,Thrissur District
Namminikara,10.43216,76.25418,18067,Kerala,Thrissur District
